UNIQUE_ID,REPONAME,ISSUE_TYPE,FILE_PATH,LINT_MSG,LHDIFF_LINE_TRACING,START_COMMIT_ID,START_COMMIT_MSG,START_COMMIT_TIMESTAMP,END_COMMIT_ID,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP,CATEOGARY,ISSUE_STATUS,ISSUE_SURVIVED_TIME
801791,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/PanoramaAugmentedCapturePlugin.java,Use java.lang.Math#sin instead of android.util.FloatMath#sin() since it is faster as of API 8,[1446]String.valueOf(-FloatMath.sin(angleR))); ->[1446]String.valueOf(-FloatMath.sin(angleR)));,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801792,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/PanoramaAugmentedCapturePlugin.java,Use java.lang.Math#cos instead of android.util.FloatMath#cos() since it is faster as of API 8,[1444]String.valueOf(FloatMath.cos(angleR))); ->[1444]String.valueOf(FloatMath.cos(angleR)));,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801793,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/PanoramaAugmentedCapturePlugin.java,Use java.lang.Math#sin instead of android.util.FloatMath#sin() since it is faster as of API 8,[1438]/ 2 * (1 - FloatMath.cos(angleR)); ->[1438]/ 2 * (1 - FloatMath.cos(angleR));,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801794,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/PanoramaAugmentedCapturePlugin.java,Use java.lang.Math#cos instead of android.util.FloatMath#cos() since it is faster as of API 8,[1437]PixelsShiftY += -imageSize.getWidth() / 2 * FloatMath.sin(angleR) + imageSize.getHeight() ->[1437]PixelsShiftY += -imageSize.getWidth() / 2 * FloatMath.sin(angleR) + imageSize.getHeight(),7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801795,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/PanoramaAugmentedCapturePlugin.java,Use java.lang.Math#sin instead of android.util.FloatMath#sin() since it is faster as of API 8,[1436]+ imageSize.getHeight() / 2 * FloatMath.sin(angleR); ->[1436]+ imageSize.getHeight() / 2 * FloatMath.sin(angleR);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801796,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/PanoramaAugmentedCapturePlugin.java,Use java.lang.Math#cos instead of android.util.FloatMath#cos() since it is faster as of API 8,[1435]PixelsShiftX += imageSize.getWidth() / 2 * (1 - FloatMath.cos(angleR)) ->[1435]PixelsShiftX += imageSize.getWidth() / 2 * (1 - FloatMath.cos(angleR)),7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801805,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#cos instead of android.util.FloatMath#cos() since it is faster as of API 8,[512]float cosZ = FloatMath.cos(o[0]); ->[512]float cosZ = FloatMath.cos(o[0]);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801806,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#sin instead of android.util.FloatMath#sin() since it is faster as of API 8,[511]float sinZ = FloatMath.sin(o[0]); ->[511]float sinZ = FloatMath.sin(o[0]);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801807,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#cos instead of android.util.FloatMath#cos() since it is faster as of API 8,[510]float cosY = FloatMath.cos(o[2]); ->[510]float cosY = FloatMath.cos(o[2]);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801808,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#sin instead of android.util.FloatMath#sin() since it is faster as of API 8,[509]float sinY = FloatMath.sin(o[2]); ->[509]float sinY = FloatMath.sin(o[2]);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801809,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#cos instead of android.util.FloatMath#cos() since it is faster as of API 8,[508]float cosX = FloatMath.cos(o[1]); ->[508]float cosX = FloatMath.cos(o[1]);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801810,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#sin instead of android.util.FloatMath#sin() since it is faster as of API 8,[507]float sinX = FloatMath.sin(o[1]); ->[507]float sinX = FloatMath.sin(o[1]);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801811,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#cos instead of android.util.FloatMath#cos() since it is faster as of API 8,[475]float cosThetaOverTwo = FloatMath.cos(thetaOverTwo); ->[475]float cosThetaOverTwo = FloatMath.cos(thetaOverTwo);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801812,almalence/OpenCamera,FloatMath,src/com/almalence/plugins/capture/panoramaaugmented/AugmentedRotationListener.java,Use java.lang.Math#sin instead of android.util.FloatMath#sin() since it is faster as of API 8,[474]float sinThetaOverTwo = FloatMath.sin(thetaOverTwo); ->[474]float sinThetaOverTwo = FloatMath.sin(thetaOverTwo);,7380258,git code prepared,1381832487,2bb4eca,Small corrections.,1445508159,b2323240,Partially fixed issue with preview on Android 6 in camera2 mode. Fixed nexus naming in CC. Changed depricated FloatMath to Math.,1445508555,Photography,0,63676068
801127,google/paco,UseSparseArrays,Paco/src/com/google/android/apps/paco/Trigger.java,Use new SparseArray<String>(...) instead for better performance,[18]EVENT_NAMES = new HashMap<Integer String>(); ->[18]EVENT_NAMES = new HashMap<Integer String>();,9aede97,Add Triggering by Phone Hangup - massive rewrite - first draft. Rename package for Android app to put on Market.,1367453325,2e2610c,Moves Angular code into ear default directory,1429311909,db181f09,delete placeholder angular-based app,1429312273,Health and Fitness,0,61858948
801449,ToYonos/hfr4droid,UseValueOf,hfr4droid/src/info/toyonos/hfr4droid/activity/ImagePicker.java,Use Integer.valueOf(90000) instead,"[247]httpClient.getParams().setParameter(""http.socket.timeout"" new Integer(90000)); // 90 second ->[247]httpClient.getParams().setParameter(""http.socket.timeout"" new Integer(90000)); // 90 second",6711aa8,Version 0.3.0,1295552460,5b80483,Bug fix,1357339079,336ad26,Suppression pour r??orga,1357339996,Social,0,61787536
800320,dpadgett/Timer,Recycle,Timer/src/org/dpadgett/compat/LinearLayout.java,This TypedArray should be recycled after use with #recycle(),[59]TypedArray a = context.obtainStyledAttributes(attrs ->[59]TypedArray a = context.obtainStyledAttributes(attrs,f842c66,finished linearlayout compat class. seems to work fine,1331971477,5282ae9,made final 1.3 apk,1384244958,9a6f6a9,Added .gitignore to the project.,1392316660,Tools,0,60345183
801865,grennis/MongoExplorer,Recycle,src/com/innodroid/mongobrowser/ConnectionDetailFragment.java,This Cursor should be freed up after use with #close(),[163]Cursor cursor = getActivity().getContentResolver().query(uri null null null null); ->[163]Cursor cursor = getActivity().getContentResolver().query(uri null null null null);,387de7d,Connect to mongo,1349579892,71fc3fd,Merged in mdeanda/mongo-explorer(pull request #1)adds color coded pretty printing to document detail,1394710652,61a1ffb,"Updated SDK tools, gradle version, library dependencies, etc.",1409329133,Tools,0,59749241
801446,ToYonos/hfr4droid,UseValueOf,hfr4droid/src/info/toyonos/hfr4droid/activity/TopicsActivity.java,Use Long.valueOf(aItem.getItemId()) instead,[397]getDataRetriever().getSubCatById(cat new Long(aItem.getItemId())) : ->[397]getDataRetriever().getSubCatById(cat new Long(aItem.getItemId())) :,47e0557,R??int??gration de la branche de dev 0.4.0,1298479304,2ac83cd,Premier commit de la lib... version 0.7.1,1357312193,4f47a60,Passage ?á la librairie HFR4droidLib en 0.7.1,1357313146,Social,0,58833842
801864,grennis/MongoExplorer,UseSparseArrays,src/com/innodroid/billing/BillingService.java,Use new android.support.v4.util.LongSparseArray(...) instead for better performance,[52]new HashMap<Long BillingRequest>(); ->[52]new HashMap<Long BillingRequest>();,7732354,Copied in market billing,1350532933,71fc3fd,Merged in mdeanda/mongo-explorer(pull request #1)adds color coded pretty printing to document detail,1394710652,61a1ffb,"Updated SDK tools, gradle version, library dependencies, etc.",1409329133,Tools,0,58796200
801133,google/paco,UseSparseArrays,Paco/src/com/google/android/apps/paco/DatabaseHelper.java,Use new SparseArray<String>(...) instead for better performance,[209]HashMap<Integer String> data = new HashMap<Integer String>(); ->[209]HashMap<Integer String> data = new HashMap<Integer String>();,8804f50,working on migration script,1370557103,7c99c80,Merge branch 'develop' of https://github.com/google/paco into jawbone_api_auth_servlet,1429314779,34295bb3,Merge remote-tracking branch 'origin/jawbone_api_integration' into jawbone_api_auth_servlet,1429315141,Health and Fitness,0,58758038
802405,zom/Zom-Android,HandlerLeak,src/info/guardianproject/otr/app/im/app/ContactPresenceActivity.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[109]Handler mHandlerUI = new Handler () ->[108]Handler mHandlerUI = new Handler (),ef7ea41,updated contact list and themeing support,1379645201,03f5f89,handle errors thrown lower in the stack here,1438256513,6d7b229,awesomeapp grade and package major refactor,1438256513,Customization,0,58611312
