RepositoryGitHubName,RepositoryShortName,App,Source,Commits,AppFolder,JavaFiles,xmlFiles,Cfiles,Hfiles,PYFiles,JSFiles,LinesOfCodesJava,Contributors,FilteredPerformance,StartTimestamp,EndTimestamp,Install,Category,Release
MFlisar/UniversalLoader,UniversalLoader,com.michaelflisar.universalloader.demo,G,16,demo/,3,3,0,0,0,0,302,1,0,1383162713,1445434411, 100-500 ,Libraries & Demo,0
kamilszewczyk/Aero2Captcha,Aero2Captcha,ks.aero2captcha.app,G,23,aero/src/main/,13,14,0,0,0,0,2085,2,0,1397643486,1432937540, 10000-50000 ,Tools,0
nethergrim/GymDiary,GymDiary,com.nethergrim.combogymdiary,G,259,/,45,124,0,0,0,0,8019,1,0,1384246350,1404128057, 50000-100000 ,Games,0
khuongthai/Iknow,Iknow,team.kyb&amp,G,110,backup10272013/KnowYourBible/,7,14,0,0,0,0,678,1,0,1381782107,1390585146, 10000-50000 ,Games,0
marcopar/SliderSynth,SliderSynth,eu.flatworld.android.slider,G,63,app/src/main/,20,24,0,0,0,0,1929,1,1,1392067512,1455656489, 5000-10000 ,Music and audio,0
shengoo/batterystatus,batterystatus,com.sheng00.BatteryStatus,G,15,/,5,9,0,0,0,0,1014,1,0,1397034267,1415808302, 1000-5000 ,Tools,0
torjusbr/Cardify,Cardify,fr.eurecom.cardify,G,232,/,23,34,0,0,1,0,2849,4,0,1381930538,1397164229, 100-500 ,Games,0
ngageoint/anti-piracy-android-app,anti-piracy-android-app,mil.nga.giat.asam,G,57,ASAM/app/src/main/,52,141,0,0,0,0,6520,1,0,1402846630,1423505164, 1000-5000 ,Books & Reference,5
lycying/heroku-glsl-android,heroku-glsl-android,info.u250.glsl,G,11,/,7,6,0,0,0,0,563,1,0,1397718395,1402469869, 500-1000 ,Libraries & Demo,0
Chemaclass/calculabase,calculabase,com.chemaclass.calculabase,G,41,/,12,17,0,0,0,0,1681,1,0,1393374592,1398116126, 50-100 ,Tools,0
osiux/ecobici-android-old,ecobici-android-old,com.repsis.android.ecobici,G,10,/,6,6,0,0,0,0,370,1,0,1298281210,1393416221, 10000-50000 ,Travel & Local,0
railsstudent/VisitHeritage,VisitHeritage,com.blueskyconnie.visitheritage&amp,G,87,/,41,50,0,0,0,0,8055,1,0,1388597031,1421774603, 100-500 ,Entertainment,0
kumabotz/tappy,tappy,com.ftwaves.tappy.free,G,10,/,4,8,0,0,0,0,494,1,0,1393552505,1413883029, 100-500 ,Tools,0
atmoresume-test/QuickDialer,QuickDialer,ru.jdev.qd,G,32,/,15,10,0,0,0,0,904,1,0,1327146137,1399956362, 1000-5000 ,Customization,0
ilyaev/deject,deject,pbartz.games.deject,G,28,Deject/,109,11,0,0,0,0,15634,2,0,1394663411,1443133421, 100-500 ,Games,0
davidschwegler/TICompanion,TICompanion,com.appenjoyment.ticompanion,G,40,src/,21,22,0,0,0,0,1538,1,1,1400395081,1427459266, 1000-5000 ,Entertainment,0
garytse89/Checklist,Checklist,com.garytse89.checklistEditor,G,36,platforms/android/,97,10,0,0,0,60,21944,1,0,1395862901,1399064458, 100-500 ,Productivity,0
TheSZ11/Toggle,Toggle,com.szaidi.silentmodetoggle,G,14,/,5,15,0,0,0,0,388,1,0,1383189394,1391455501, 100-500 ,Productivity,0
Vitaliy-Yakovchuk/ForeignReader,ForeignReader,com.foreignreader,G,70,/,31,31,0,0,0,0,6436,1,0,1376924045,1399648049, 1000-5000 ,Education,0
MartinHerren/Androiccu,Androiccu,com.aed.tun.installer,G,21,/,6,22,0,0,0,0,1451,1,0,1354983431,1450112378, 1000000-5000000 ,Tools,0
kconger/org.thecongers.sdrweather,org.thecongers.sdrweather,org.thecongers.sdrweather,G,77,app/src/main/,8,15,72,31,0,0,1438,1,0,1390336412,1426538026, 50-100 ,Weather,5
rolandgeider/wger-android,wger-android,de.wger,G,17,/,2,10,0,0,0,0,190,1,0,1381266239,1404053270, 5000-10000 ,Health and Fitness,3
mark2789/BatteryLiveWallpaper,BatteryLiveWallpaper,mayjo.batterylivewallpaper&amp,G,12,/,6,5,0,0,0,0,595,1,0,1403020956,1406013787, 50000-100000 ,Tools,0
stephanepoinsart/votar,votar,com.poinsart.votar,G,48,/,5,13,0,0,0,0,2087,2,0,1363294869,1450032838, 1000-5000 ,Education,4
CoffeeCode/YaPwG,YaPwG,info.ap.yapwg&amp,G,13,/,9,15,0,0,0,0,1013,1,0,1389216352,1395965047, 100-500 ,Tools,0
garrapeta/jumplings,jumplings,com.garrapeta.jumplings,G,246,/,86,40,0,0,0,0,13420,2,0,1344119609,1418814629, 10000-50000 ,Games,0
acbelter/app_list_widget,app_list_widget,com.acbelter.applistwidget,G,71,/,14,38,0,0,0,0,1791,1,0,1384204196,1402951206, 100-500 ,Customization,0
Galakart/MajorDroid,MajorDroid,ru.galakart.majordroid,G,25,/,11,21,0,0,0,0,2844,2,0,1386005663,1435469065, 1000-5000 ,Tools,0
namsor/gendreapp,gendreapp,com.namsor.api.samples.gendreapp,G,38,/,20,44,0,0,0,0,8875,1,0,1395578282,1402353175, 500-1000 ,Tools,5
LabPLC/Traxi,Traxi,codigo.labplc.mx.traxi&amp,G,80,Traxi/,47,83,0,0,0,0,10645,1,0,1398806624,1435080604, 1000-5000 ,Transportation,0
gorjanz/numbers-game,numbers-game,com.ngame,G,32,NumbersGame/,14,14,0,0,0,0,2323,1,0,1398852488,1408300418, 50-100 ,Games,0
mrjoelkemp/Andrepl-The-Giant,Andrepl-The-Giant,com.mrjoelkemp.andrepl&amp,G,27,/,3,12,0,0,0,8,59,1,0,1381588585,1386441803, 100-500 ,Tools,1
jselbie/wrekonline,wrekonline,com.selbie.wrek,G,30,/,25,24,0,0,0,0,4270,1,0,1398062818,1408519192, 500-1000 ,Music and audio,1
wanleung/ChangjieIME,ChangjieIME,com.linkomnia.android.Changjie,G,14,/,11,30,0,0,0,0,1488,1,0,1385195266,1388252027, 50000-100000 ,Tools,2
dillbyrne/HashPass,HashPass,byrne.utilities.hashpass,G,10,/,3,3,0,0,0,0,321,1,0,1393857335,1423846545, 5000-10000 ,Tools,2
polatic/pantaudki,pantaudki,com.polatic.pantaudki,G,13,/,27,52,0,0,0,0,3277,1,0,1398486374,1408075539, 100-500 ,News & Magazines,0
walnutown/IdeaGenerator,IdeaGenerator,com.taohu.ideagenerator&amp,G,13,/,16,25,0,0,0,0,5424,1,0,1402275998,1408347618, 100-500 ,Tools,0
wisedog/Whoochoo,Whoochoo,net.wisedog.android.whooing,G,213,/,89,74,0,0,0,0,12803,1,0,1333980154,1409111375, 10000-50000 ,Finance,4
wbrenna/GTFSOffline,GTFSOffline,com.wbrenna.gtfsoffline,G,73,GTFSOffline/,14,22,0,0,0,0,3857,1,0,1386170384,1453594738, 100-500 ,Transportation,1
NSchock/ClockProject,ClockProject,com.shockwave.clockproj.free,G,14,/,11,24,0,0,0,0,1456,1,0,1349495718,1397787290, 1000-5000 ,Tools,0
TatsuoWatanabe/Fukuchan15Puzzle,Fukuchan15Puzzle,com.tatsuowatanabe.fukuchan15puzzle,G,61,platforms/android/,67,7,0,0,0,50,17824,1,0,1403027332,1413408040, 5-10 ,Games,0
DatumDroid/DatumDroid,DatumDroid,com.datumdroid.app,G,33,/,38,19,0,0,0,0,6388,1,0,1320774019,1388407839, 1000-5000 ,News & Magazines,0
baolongnt/EmailPopup,EmailPopup,com.blntsoft.emailpopup,G,75,/,15,24,0,0,0,0,1622,1,0,1255099199,1383894074, 50000-100000 ,Communication,1
gitesdewallonie/alloch.android,alloch.android,be.gitesdewallonie.allochambredhotes,G,30,/,14,29,0,0,0,0,1988,2,0,1384765420,1426671073, 500-1000 ,Travel & Local,0
jbardera/RoamingInfo,RoamingInfo,com.brapeba.roaminginfo,G,40,/,7,11,0,0,0,0,466,1,0,1394316943,1444327639, 5000-10000 ,Tools,0
wburhan2/SpendingTracker,SpendingTracker,com.spendingtracker.app,G,33,app/src/main/,8,18,0,0,0,0,670,2,0,1398888637,1414725468, 100-500 ,Finance,0
mdellavo/plasma,plasma,org.quuux.plasma,G,36,plasma/src/main/,32,18,4,1,0,0,1883,1,0,1390691143,1394937662, 500-1000 ,Customization,0
hijonoob/beetleescape,beetleescape,hijonoob.beetleescape,G,31,beetleescape/src/main/,9,3,0,0,0,0,1171,1,0,1396884576,1401302676, 100-500 ,Games,0
Timmehs/WifiBook,WifiBook,com.tim.wifibook,G,25,/,11,35,0,0,0,0,1143,1,0,1391459118,1419626895, 100-500 ,Tools,0
AlbertoCejas/GermanLearningUCA,GermanLearningUCA,es.uca.tabu,G,75,Tabu/,38,52,0,0,0,0,7785,3,0,1385984353,1438528417, 100-500 ,Games,1
CreamEgg/mysoftwareprojects,mysoftwareprojects,com.cream.egg,G,11,PickYourLotto/,2,29,0,0,0,0,215,2,0,1384023745,1410030300, 500-1000 ,Productivity,0
BandTec/SerialBTControl,SerialBTControl,br.com.bandtec.serialbtcontrol,G,10,/,28,11,0,0,0,0,6962,1,0,1402845133,1426855557, 1000-5000 ,Tools,0
roboprog/android_tide_demo,android_tide_demo,com.spartacusrex.spartacuside,G,43,/,1,3,0,0,0,0,193,1,0,1389138219,1392607229, 500000-1000000 ,Tools,0
mompes/supermanager,supermanager,es.mompes.supermanager,G,13,/,43,8,0,0,0,0,5739,1,0,1382379325,1389006639, 10000-50000 ,Entertainment,2
axlecho/memo,memo,axlecho.memo,G,80,app/src/main/,14,32,1,0,0,0,1577,1,0,1391664969,1441722064, 100-500 ,Productivity,1
rootkit007/cobra-iradar-notifier,cobra-iradar-notifier,com.greatnowhere.radar,G,45,/,48,17,0,0,0,0,5185,1,0,1399058973,1404758139, 5000-10000 ,Transportation,14
PeterChu2/Identi-Color,Identi-Color,com.forCHUApps.identi_Color&amp,G,56,/,9,16,0,0,0,0,1030,1,0,1400522094,1423966435, 100-500 ,Productivity,1
michaelcspeed/Pleight,Pleight,com.speed.platecalc,G,21,PlateCalc/,7,15,0,0,0,0,912,1,0,1389565015,1399913677, 50-100 ,Health and Fitness,0
horvste/EasyWebPageDownloadForAndroid,EasyWebPageDownloadForAndroid,org.fortschools.app,G,27,/,4,6,0,0,0,0,256,1,0,1395274218,1426807854, 10-50 ,Education,0
Dissem/Drupal-Editor,Drupal-Editor,ch.dissem.android.drupal,G,88,/,33,29,0,0,0,0,4936,1,3,1255777162,1400088426, 10000-50000 ,Productivity,2
benchakalaka/ProGym,ProGym,com.northpark.drinkwater,G,79,/,93,74,0,0,0,0,15362,1,0,1399637278,1403710002, 10000000-50000000 ,Health and Fitness,0
havidarou/Pagoda-Free,Pagoda-Free,com.havidarou.pagoda,G,12,pagoda-android/,8,9,0,0,0,0,721,1,0,1385391189,1399053196, 100-500 ,Customization,0
benhenn/Lets-Pic-app,Lets-Pic-app,com.pragmaticcoder,G,55,/,13,23,0,0,0,0,1445,1,0,1395708552,1428923723, 10000-50000 ,Productivity,0
Bandits789/WhatSongIsItAnyway,WhatSongIsItAnyway,com.wsiia,G,232,/,16,155,0,0,0,0,2542,1,0,1393437224,1404170406, 500-1000 ,Games,2
ntorvik/SmartReceiptsPro,SmartReceiptsPro,wb.receipts,G,15,/,9,2,0,0,0,0,11685,2,0,1367169686,1392349835, 100000-500000 ,Finance,6
gregfmartin/theshopper-old,theshopper-old,com.quorraapps.theshopper,G,54,/,8,22,0,0,0,0,3155,2,0,1335028125,1401494083, 1-5 ,Shopping,0
razvanilin/get-them,get-them,com.potente.apk.installer,G,29,GetThemAlt-android/,3,4,0,0,0,0,52,1,0,1385922241,1389099351, 1000000-5000000 ,Libraries & Demo,0
VoidChen/SCU_WiFiAuth,SCU_WiFiAuth,tw.voidchen.SCU_WiFiAuth,G,11,/,3,7,0,0,0,0,558,1,0,1399102853,1438591949, 1000-5000 ,Tools,6
takyonxxx/SensBox-Variometer-Map-Bluetooth-Low-Energy,SensBox-Variometer-Map-Bluetooth-Low-Energy,com.sensbox,G,10,/,12,18,0,0,0,0,2834,1,0,1389869471,1392801994, 500-1000 ,Games,0
yuanyu0714/XAlarm,XAlarm,com.yuanyu.xalarm,G,209,/,31,36,0,0,0,0,4235,2,0,1394059202,1406900920, 10-50 ,Tools,0
MAVProxyUser/NoTauLabsNag,NoTauLabsNag,org.openpilot.androidgcs,G,147,androidgcs/,58,149,0,0,0,0,13554,2,1,1395670762,1409879868, 10000-50000 ,Entertainment,0
JerabekJakub/LocusAddonGeogetDatabase,LocusAddonGeogetDatabase,net.kuratkoo.locusaddon.geogetdatabase,G,102,/,9,12,0,0,0,0,2202,1,0,1322487982,1396861896, 50000-100000 ,Libraries & Demo,5
midhunhk/random-contact,random-contact,com.ae.apps.randomcontact,G,45,v2/android/RandomContact/,12,16,0,0,0,0,1058,2,0,1384077243,1452315173, 500-1000 ,Communication,0
abbott221/WebsiteAndApp,WebsiteAndApp,com.MichaelAbbott.hexagonalgame,G,86,app/,47,16,0,0,0,0,11949,1,0,1397941204,1401750789, 10-50 ,Games,0
iekumdario/SSPIA,SSPIA,com.fiec.ssapp,G,72,ssapp/,34,37,0,0,0,0,3014,1,0,1397341571,1402899955, 500-1000 ,Education,0
nbeckman/NumberNDate,NumberNDate,com.nbeckman.numberndate,G,14,NumberNDate/,14,15,0,0,0,0,1734,1,0,1403836834,1407078180, 100-500 ,Tools,0
pecheny/score-store,score-store,com.shoo,G,110,Templates/android/template/,7,2,0,0,0,0,1702,1,0,1377885466,1384271308, 100-500 ,Entertainment,0
watter/droid-datepicker,droid-datepicker,mikado.bizcalpro,G,68,datepicker/,5,34,0,0,0,0,1780,1,0,1383684138,1392239016, 100000-500000 ,Productivity,1
cab404/TabunAuth,TabunAuth,everypony.tabun.auth,G,24,/,8,8,0,0,0,0,643,1,0,1398037933,1416179177, 1000-5000 ,Libraries & Demo,0
dingquan/codepath-group-project-yardsale,codepath-group-project-yardsale,com.codepath.yardsale,G,193,/,28,33,0,0,0,0,3400,2,2,1403805792,1406782566, 100-500 ,Shopping,0
xxv/robotfindskitten,robotfindskitten,info.staticfree.android.robotfindskitten&quot,G,58,/,4,25,0,0,0,0,977,1,0,1243315469,1356072593, 10000-50000 ,Games,0
dragthor/learning,learning,com.kriskrause.learning,G,151,app/src/main/,20,17,0,0,0,0,1505,1,0,1388316016,1431724835, 100-500 ,Education,5
gecko655/earthquake,earthquake,jp.gecko655.earthquake,G,86,/,15,16,0,0,0,0,1497,1,0,1401328925,1411903993, 100-500 ,Social,0
TrentPierce/DontPause,DontPause,com.pierceholdings.dontpause,G,16,/,34,110,0,0,0,0,10192,1,0,1403307171,1415251472, 50000-100000 ,Entertainment,0
gvellut/MapAlarmist,MapAlarmist,com.vellut.geoalarm,G,31,/,14,15,0,0,0,0,2031,1,0,1384516974,1390661871, 10-50 ,Productivity,6
kimar/DTMFdroid,DTMFdroid,org.indiecoder.DTMFdroid,G,15,/,4,3,0,0,0,0,401,1,0,1337101232,1398974373, 500-1000 ,Tools,0
iutinvg/buxoff,buxoff,com.sevencrayons.buxoff,G,42,buxoff/,3,8,0,0,0,0,583,1,0,1344566543,1431317858, 100-500 ,Finance,0
dermotte/imagegrid,imagegrid,at.juggle.imagegrid,G,12,/,2,5,0,0,0,0,459,1,0,1401949850,1408709215, 5000-10000 ,Photography,0
kvnxdev/NotifySC,NotifySC,com.notify.sc,G,39,Source/com.notify.sc/,7,23,0,0,0,0,4711,1,0,1397841950,1403907334, 10000-50000 ,Tools,0
gauthamns/android-mvc,android-mvc,com.gauthamns.fantasycricket,G,14,/,16,5,0,0,0,0,854,1,0,1387337165,1414870209, 100000-500000 ,Games,0
nicslabdev/LockPic,LockPic,es.uma.lcc.nativejpegencoder,G,10,/,17,24,2,68,0,0,3925,1,0,1393755843,1400517723, 100-500 ,Photography,0
yacob89/7MinutesWithTheLord,7MinutesWithTheLord,com.gerejadibandung.minuteswiththelord,G,35,/,6,37,0,0,0,0,1516,1,0,1396117146,1451649830, 5000-10000 ,Tools,0
MRinalducci/DroneRemote,DroneRemote,ch.rinalducci.DroneRemote,G,12,DroneRemote/DroneRemote/,12,23,0,0,0,0,4157,1,0,1388399200,1392410276, 500-1000 ,Tools,0
feathertw/HappyWifi,HappyWifi,tw.tools.ncku.wifi,G,28,/,16,11,0,0,0,0,1466,2,0,1359171011,1398000856, 1000-5000 ,Tools,0
MrNinja/NinjaLeanJapanese,NinjaLeanJapanese,gdg.nat.ninjalearnjapanese,G,74,/,39,62,0,0,0,0,5165,2,0,1395920785,1438441192, 100-500 ,Education,0
LeBeam/CrazyWords,CrazyWords,com.bravolang.phrasebook,G,132,proj.android/,2,4,0,0,1,0,67,1,0,1395347355,1405646785, 1000000-5000000 ,Travel & Local,0
egorpushkin/iremote,iremote,com.scientificsoft.iremote.android.iremote,G,60,dev/iRemote.Android/,57,34,0,0,0,0,13085,1,0,1382642315,1398547800, 50000-100000 ,Tools,3
rhunter/gigalomania,gigalomania,net.sourceforge.gigalomania&quot,G,337,android/Gigalomania/,2,4,0,0,0,0,941,1,0,1330993038,1404657924, 10000-50000 ,Games,1
tgco/revolution-h2o,revolution-h2o,csci307.theGivingChild.CleanWaterGame,G,707,revolutionh2o/,17,22,0,0,0,0,3210,1,0,1367436217,1396781213, 500-1000 ,Games,0
andrewkiluk/Mach-Music-Player,Mach-Music-Player,com.andrewkiluk.machmusicplayer,G,80,MachMusicPlayer/,42,44,0,0,0,0,10064,1,0,1389476843,1414346213, 1000-5000 ,Music and audio,0
SeanNaren/TFLNotificationApp,TFLNotificationApp,com.seannarenthiran.notificationapp,G,29,NotificationApp/,14,26,0,0,0,0,1557,1,1,1395761140,1412534290, 10-50 ,Travel & Local,na
Raxa/doctorsnearme,doctorsnearme,com.raxa.EMR&amp,G,129,cordova/platforms/android/,104,11,0,0,0,67,26214,1,0,1400068947,1408453382, 100-500 ,Health and Fitness,0
ValleZ/Paper-Wallet,Paper-Wallet,ru.valle.btc,G,124,/,37,15,0,0,0,0,7254,1,0,1374014663,1450827519, 5000-10000 ,Business,0
ProjectSPAN/android-manet-ptt,android-manet-ptt,org.span.ptt,G,67,AndroidManetPtt/,26,15,24,21,0,0,2671,1,0,1353353766,1360716969, 5000-10000 ,Communication,0
jchmrt/clean-calculator,clean-calculator,home.jmstudios.calc,G,21,/,6,49,0,0,0,0,2343,3,0,1379755421,1427745244, 10000-50000 ,Tools,0
JMB-Technology-Limited/Shoogle-For-Yer-Photos-Android,Shoogle-For-Yer-Photos-Android,uk.co.jarofgreen.shakefromgallery,G,14,app/,6,10,0,0,0,0,661,1,0,1361005515,1384420314, 50-100 ,Entertainment,0
tamsler/android-flash-cards,android-flash-cards,org.thomasamsler.android.flashcards,G,10,/,19,22,0,0,0,0,4251,1,0,1341861664,1348949545, 10000-50000 ,Education,4
rngtng/IrDude,IrDude,com.peel.app&amp,G,11,/,2,10,0,0,0,0,108,1,0,1365080508,1384250742, 10000000-50000000 ,Entertainment,0
prrt714/Kaleidoscope,Kaleidoscope,vnd.blueararat.kaleidoscope6,G,18,/,18,38,0,0,0,0,4006,2,0,1335787935,1430692319, 10000-50000 ,Entertainment,0
prellele/shoppinglist-android,shoppinglist-android,de.shoppinglist.android,G,35,Java/,49,41,0,0,0,0,6352,1,0,1345645700,1418559823, 1000-5000 ,Productivity,0
google/paco,paco,com.pacoapp.paco,G,2597,Paco/,139,123,0,0,0,22,25940,5,10,1306910642,1454369894, 10000-50000 ,Health and Fitness,6
kmshack/busanbus-android,busanbus-android,com.kmshack.BusanBus,G,43,busanbus/,31,46,0,0,0,0,5395,2,0,1367738356,1402208047, 1000000-5000000 ,Transportation,0
ProjectSPAN/android-manet-manager,android-manet-manager,org.span,G,88,AndroidManetManager/,49,18,22,24,0,0,9146,4,1,1323057161,1390794892, 10000-50000 ,Communication,0
andrewromanenco/git.android,git.android,com.romanenco.gitt,G,24,/,23,21,0,0,0,34,3278,2,0,1371693942,1386024867, 10000-50000 ,Tools,2
bobuhiro11/PuzzleRoad,PuzzleRoad,net.bobuhiro11.puzzleroad,G,69,/,13,8,0,0,0,0,1919,1,0,1358153737,1361367854, 100-500 ,Games,3
antionio/Dodge-The-Cars,Dodge-The-Cars,com.sturdyhelmetgames.dodgethecars,G,43,dodgethecars-android/,1,37,0,0,0,0,212,1,0,1341086003,1354755346, 500-1000 ,Games,0
orrc/fosdem-android,fosdem-android,org.fosdem,G,169,app/,30,23,0,0,0,0,4197,2,1,1263240657,1370354657, 1000-5000 ,Communication,0
jakobwenzel/MensaGuthaben,MensaGuthaben,de.yazo_games.mensaguthaben,G,56,MensaGuthaben/src/main/,21,22,0,0,0,0,2306,2,0,1369659921,1434130220, 10000-50000 ,Media & Video,4
herverenault/Self-Hosted-GPS-Tracker,Self-Hosted-GPS-Tracker,fr.herverenault.selfhostedgpstracker,G,78,/,3,9,0,0,0,0,572,1,2,1377245674,1450771898, 10000-50000 ,Tools,14
eziosoft/MultiWii_EZ_GUI,MultiWii_EZ_GUI,com.ezio.multiwii,G,425,/,96,84,0,0,0,0,21632,2,1,1349300419,1390955884, 50000-100000 ,Tools,0
dyne/ZShaolin,ZShaolin,org.dyne.zshaolin,G,142,termapk/,35,58,0,0,0,0,12558,1,0,1327163857,1419202348, 1000-5000 ,Tools,9
harism/android_anndblur,android_anndblur,fi.harism.anndblur,G,21,/,4,7,0,0,0,0,505,2,0,1380459116,1417179812, 1000-5000 ,Libraries & Demo,0
Athou/commafeed-newsplus,commafeed-newsplus,com.commafeed.newsplus,G,35,/,29,10,0,0,0,0,2120,1,0,1375972008,1410583568, 1000-5000 ,News & Magazines,0
robert7k/sipswitch,sipswitch,eu.siebeck.sipswitch,G,61,app/src/main/,1,83,0,0,0,0,270,2,0,1339410408,1445426599, 5000-10000 ,Tools,8
zagayevskiy/Pacman,Pacman,com.zagayevskiy.pacman,G,99,/,5,5,0,34,0,0,238,1,0,1353246557,1380381015, 10000-50000 ,Games,0
ViliusKraujutis/AndroidBroadcastsMonitor,AndroidBroadcastsMonitor,lt.andro.broadcastlogger,G,15,/,6,12,0,0,0,0,672,2,0,1356389084,1425207896, 5000-10000 ,Productivity,0
harism/android_instacam,android_instacam,fi.harism.instacam,G,63,/,7,20,0,0,0,0,1722,1,0,1336938111,1365025354, 10000-50000 ,Photography,0
shlusiak/Freebloks-Android,Freebloks-Android,de.saschahlusiak.freebloks,G,844,/,84,50,0,14,0,0,12397,2,3,1334312473,1446298246, 100000-500000 ,Games,101
krrishnarraj/clpeak,clpeak,kr.clpeak,G,113,android/,3,8,0,0,0,0,232,1,0,1377441499,1454814792, 100-500 ,Tools,1
chaosbastler/opentraining,opentraining,de.skubware.training_app,F,501,app/,95,390,0,0,0,0,18384,5,0,1345455343,1438093962,na,na,16
iutinvg/compass,compass,com.sevencrayons.compass,G,25,app/src/main/,2,7,0,0,0,0,190,1,0,1354871312,1438010195, 500-1000 ,Tools,0
Etsuni/YANA,YANA,fr.nover.yana&amp,G,42,/,37,36,0,0,0,0,4783,2,0,1371806505,1382567688, 1000-5000 ,Entertainment,0
aikuma/aikuma,aikuma,org.lp20.aikuma,G,1409,Aikuma/,116,64,0,0,0,0,25924,5,2,1310622518,1453521257, 100-500 ,Education,50
ocrespo/VNCpp,VNCpp,es.farfuteam.vncpp.controller&amp,G,242,VNCpp/,24,38,0,13,0,88,6726,2,0,1369244542,1380826181, 5000-10000 ,Communication,0
jcasson/MeerkatChallenge,MeerkatChallenge,eu.johncasson.meerkatchallenge,G,128,/,30,30,0,0,0,0,2218,1,0,1378546994,1408796972, 1000-5000 ,Games,2
HannahMitt/NaviSimulator,NaviSimulator,com.hannah.navisimulator,G,16,/,3,5,0,0,0,0,144,2,0,1343775880,1352567436, 100000-500000 ,Entertainment,0
marcioapaiva/mocos-controlator,mocos-controlator,com.marcioapf.mocos,G,77,/,38,22,0,0,0,0,10375,1,0,1341163071,1369965493, 100-500 ,Productivity,3
avianey/Level,Level,net.androgames.level,G,21,Level/,9,30,0,0,0,0,1624,1,0,1348377520,1400069839, 10000000-50000000 ,Tools,0
chatch/Koren,Koren,org.foonugget.kdict,G,11,/,14,7,0,0,0,0,910,1,0,1359250042,1362485379, 500-1000 ,Books & Reference,0
aresen/morsms,morsms,com.ec.morsms,G,86,MorSMS/,9,17,0,0,0,0,1021,2,0,1352579709,1363474245, 50-100 ,Communication,0
nicolassmith/urlevaluator,urlevaluator,com.github.nicolassmith.urlevaluator,G,111,/,8,3,0,0,1,0,362,3,0,1359655902,1414287144, 1000-5000 ,Productivity,0
thiemonagel/vegdroid,vegdroid,de.thiemonagel.vegdroid,G,178,/,13,16,0,0,0,0,1886,2,0,1352460649,1366104563, 100-500 ,Lifestyle,0
leefurong/handrite-api,handrite-api,my.handrite,G,16,HandriteApi/,1,4,0,0,0,0,11,1,0,1354695441,1447520030, 1000000-5000000 ,Productivity,0
Kernald/buildbot-watcher,buildbot-watcher,com.buildbotwatcher,G,121,/,12,19,0,0,0,0,1543,1,0,1328369566,1368183882, 100-500 ,Tools,9
Crazywater/knufficast,knufficast,de.knufficast,G,99,/,82,21,0,0,0,0,8597,1,0,1348960808,1360427039, 500-1000 ,Music and audio,0
lociii/TrackMap,TrackMap,de.jensnistler.trackmap,G,47,/,26,16,0,0,0,0,2991,1,0,1335893506,1361016250, 1000-5000 ,Transportation,5
ebeanstalkuf/Beanstalk,Beanstalk,com.nimbus.app.beanstalk,G,269,/,29,41,0,0,0,0,6564,3,0,1348945022,1357854860, 5000-10000 ,Productivity,0
Kaljurand/Diktofon,Diktofon,kaljurand_at_gmail_dot_com.diktofon,G,53,app/,38,36,0,0,0,0,6195,2,0,1306174995,1437566090, 10000-50000 ,Productivity,4
monossido/SpeakBird,SpeakBird,com.lorenzobraghetto.speakbird,G,11,/,19,33,0,0,0,0,3562,1,0,1332771563,1348654970, 1-5 ,Social,0
arthuryip723/CatholicBible,CatholicBible,com.arthur.catholicbible,G,70,CatholicBible/,13,19,0,0,0,0,1080,1,0,1369688007,1431650631, 5000-10000 ,Books & Reference,0
muojp/smsproxy,smsproxy,jp.muo.smsproxy,G,26,/,5,4,0,0,0,0,251,1,0,1351419705,1360558750, 5000-10000 ,Communication,2
MFlisar/MessageBar,MessageBar,com.michaelflisar.messagebartest,G,43,/,7,13,0,0,0,0,743,2,0,1374612423,1445434471, 100-500 ,Libraries & Demo,1
djewett/Chess960Variants,Chess960Variants,dj.chess960var,G,22,Chess960Variants/,6,9,0,0,0,0,4259,1,0,1327514906,1365836045, 1000-5000 ,Games,0
nelenkov/cryptfs-password-manager,cryptfs-password-manager,org.nick.cryptfs.passwdmanager,G,27,/,3,5,0,0,0,0,880,2,0,1343830811,1445527523, 10000-50000 ,Tools,0
alopatindev/smsnenado,smsnenado,com.sbar.smsnenado,G,261,/,24,16,0,0,0,0,6008,1,1,1375966665,1438910588, 1000-5000 ,Tools,0
micdm/remote-soundlights,remote-soundlights,com.micdm.remotesoundlights,G,37,RemoteSoundlights/src/main/,27,7,0,0,0,0,1664,1,0,1375389788,1385315403, 10000-50000 ,Music and audio,0
pozirk/ANEAdMob,ANEAdMob,air.com.pozirk.allinonemahjong2,G,16,android/AdMob/,13,6,0,0,0,0,657,2,0,1378143225,1453953269, 100000-500000 ,Games,0
prrt714/UFrame,UFrame,vnd.blueararat.UFrame,G,19,/,10,23,0,0,0,0,2846,1,1,1344458743,1365504242, 1000-5000 ,Media & Video,0
swiggins83/rss-dashclock,rss-dashclock,net.nurik.roman.dashclock&amp,G,15,/,14,11,0,0,0,0,721,2,0,1369405161,1377721240, 1000000-5000000 ,Customization,0
steveinflow/n-puzzle-2,n-puzzle-2,com.steveinflow.n_puzzle,G,36,/,24,28,0,0,0,0,7761,1,0,1373213212,1375913852, 100-500 ,Games,0
